"Problem","Severity","Normalized Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"1","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","7","27","StdCyclomaticComplexity","The class 'AccountBatchAnonymisation' has a Standard Cyclomatic Complexity of 3 (Highest = 10).","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"2","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","12","12","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"3","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","18","17","FieldDeclarationsShouldBeAtStart","Field declaration for 'idEmailMap' should be before method declarations in its class","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#fielddeclarationsshouldbeatstart","Code Style","pmd"
"4","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","25","30","ApexDoc","Missing or mismatched ApexDoc @param","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"5","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","34","12","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"6","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","34","12","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"7","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","35","12","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"8","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","35","12","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"9","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","39","12","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"10","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","39","12","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"11","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","49","13","ApexDoc","Missing or mismatched ApexDoc @param","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"12","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","49","13","StdCyclomaticComplexity","The method 'execute' has a Standard Cyclomatic Complexity of 10.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"13","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","49","13","CyclomaticComplexity","The method 'execute(Database.BatchableContext, List<Account>)' has a cyclomatic complexity of 11.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"14","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","49","13","ApexDoc","Unexpected ApexDoc @return","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"15","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","55","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"16","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","55","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"17","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","59","24","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"18","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","59","24","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"19","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","100","20","ApexDoc","Missing or mismatched ApexDoc @param","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"20","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","100","20","ApexDoc","Unexpected ApexDoc @return","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"21","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","117","24","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"22","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","122","24","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"23","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountBatchAnonymisation.cls","126","17","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"24","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountTriggerHandler.cls","21","24","ApexDoc","Missing or mismatched ApexDoc @param","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"25","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountTriggerHandler.cls","27","24","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"26","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountTriggerHandler.cls","27","24","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"27","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AccountTriggerHandlerTest.cls","4","22","ApexUnitTestClassShouldHaveAsserts","Apex unit tests should System.assert() or assertEquals() or assertNotEquals()","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaveasserts","Best Practices","pmd"
"28","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","7","27","StdCyclomaticComplexity","The class 'AnonymisationBatchClass' has a Standard Cyclomatic Complexity of 4 (Highest = 13).","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"29","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","11","10","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"30","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","21","32","ApexDoc","Missing or mismatched ApexDoc @param","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"31","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","23","18","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"32","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","23","18","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"33","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","28","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"34","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","28","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"35","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","41","15","ApexDoc","Missing or mismatched ApexDoc @param","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"36","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","41","15","StdCyclomaticComplexity","The method 'execute' has a Standard Cyclomatic Complexity of 13.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"37","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","41","15","NcssMethodCount","The method 'execute()' has an NCSS line count of 60","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"38","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","41","15","CognitiveComplexity","The method 'execute(Database.BatchableContext, List<Case>)' has a cognitive complexity of 24, current threshold is 15","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"39","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","41","15","CyclomaticComplexity","The method 'execute(Database.BatchableContext, List<Case>)' has a cyclomatic complexity of 16.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"40","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","41","15","ApexDoc","Unexpected ApexDoc @return","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"41","5","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","48","15","UnusedLocalVariable","Variable 'contentDocumentIds' defined but not used","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"42","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","55","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"43","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","55","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"44","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","67","14","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"45","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","67","14","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"46","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","68","14","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"47","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","68","14","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"48","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","70","14","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"49","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","70","14","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"50","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","88","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"51","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","88","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"52","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","92","24","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"53","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","92","24","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"54","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","96","22","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"55","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","96","22","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"56","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","97","15","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"57","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","132","15","EmptyStatementBlock","Avoid empty block statements.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_errorprone.html#emptystatementblock","Error Prone","pmd"
"58","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClass.cls","132","15","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"59","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClassTest.cls","3","25","ApexUnitTestClassShouldHaveAsserts","Apex unit tests should System.assert() or assertEquals() or assertNotEquals()","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaveasserts","Best Practices","pmd"
"60","5","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClassTest.cls","9","16","UnusedLocalVariable","Variable 'lead' defined but not used","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"61","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClassTest.cls","62","17","ApexUnitTestClassShouldHaveAsserts","Apex unit tests should System.assert() or assertEquals() or assertNotEquals()","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaveasserts","Best Practices","pmd"
"62","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationBatchClassTest.cls","62","17","EmptyStatementBlock","Avoid empty block statements.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_errorprone.html#emptystatementblock","Error Prone","pmd"
"63","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationScheduler.cls","7","27","AvoidGlobalModifier","Avoid using global modifier","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#avoidglobalmodifier","Best Practices","pmd"
"64","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationScheduler.cls","9","13","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"65","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationScheduler.cls","12","17","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"66","5","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationScheduler.cls","15","13","UnusedLocalVariable","Variable 'batchJobId' defined but not used","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"67","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationUtility.cls","1","27","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"68","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationUtility.cls","2","12","EmptyStatementBlock","Avoid empty block statements.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_errorprone.html#emptystatementblock","Error Prone","pmd"
"69","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationUtility.cls","2","12","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"70","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationUtility.cls","11","26","ApexDoc","Missing or mismatched ApexDoc @param","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"71","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationUtility.cls","28","30","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"72","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationUtility.cls","36","29","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"73","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationUtility.cls","54","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"74","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationUtility.cls","54","17","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"75","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationUtility.cls","81","27","ApexDoc","Missing or mismatched ApexDoc @param","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"76","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationUtility.cls","81","27","ApexDoc","Unexpected ApexDoc @return","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"77","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationUtility.cls","83","30","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"78","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationUtility.cls","84","19","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"79","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationUtility.cls","94","27","ApexDoc","Missing or mismatched ApexDoc @param","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"80","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationUtility.cls","94","27","ApexDoc","Unexpected ApexDoc @return","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"81","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationUtility.cls","96","23","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"82","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationUtility.cls","97","19","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"83","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationUtility.cls","106","27","ApexDoc","Missing or mismatched ApexDoc @param","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"84","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationUtility.cls","106","27","ApexDoc","Unexpected ApexDoc @return","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"85","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationUtility.cls","108","38","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"86","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/AnonymisationUtility.cls","112","19","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"87","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/CaseAnonymisationController.cls","18","25","ApexDoc","Missing or mismatched ApexDoc @param","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"88","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/CaseAnonymisationController.cls","27","14","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"89","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/CaseAnonymisationController.cls","27","14","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"90","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/CaseAnonymisationControllerTest.cls","5","17","ApexUnitTestClassShouldHaveAsserts","Apex unit tests should System.assert() or assertEquals() or assertNotEquals()","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaveasserts","Best Practices","pmd"
"91","3","3","/home/runner/work/pm_dev_RV-2/pm_dev_RV-2/force-app/main/default/classes/CaseAnonymisationControllerTest.cls","14","17","ApexUnitTestClassShouldHaveAsserts","Apex unit tests should System.assert() or assertEquals() or assertNotEquals()","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaveasserts","Best Practices","pmd"
